correct,outcome,user_id,question_id,question_type,group_name,track_name,subtrack_name,tag_string,round_started_at,answered_at,deactivated_at,answer_id,game_type,num_players,date_of_test,question_set_id
1,1,85818,3020,0,1,5,0,27 49,2010-08-20 17:41:06,2010-08-20 17:43:08,2010-08-20 17:43:08,4379,7,3,NULL,1163
1,1,85818,1905,0,1,5,0,31 49,2010-08-20 17:43:25,2010-08-20 17:45:08,2010-08-20 17:45:16,4377,7,3,NULL,1162
1,1,85818,3506,0,1,5,0,30 49,2010-08-20 17:45:53,2010-08-20 17:47:17,2010-08-20 17:47:56,4364,7,3,NULL,1160
0,4,85818,5,0,1,5,14,227 238 246,2010-08-20 17:50:26,NULL,2010-08-20 17:52:17,25553,7,2,NULL,1755
0,4,85818,2355,0,1,5,0,30 49,2010-08-20 20:04:28,NULL,2010-08-20 20:05:28,25553,4,3,NULL,1296
1,1,85818,5576,0,1,5,0,26 29 49,2010-08-20 20:05:33,2010-08-20 20:07:38,2010-08-20 20:07:38,5149,4,2,NULL,1301
0,2,85818,3036,0,1,5,14,227 246,2010-08-20 20:10:08,2010-08-20 20:12:02,2010-08-20 20:12:02,7497,4,2,NULL,1754
1,1,85818,1722,0,1,5,0,26 30 49,2010-08-20 20:12:12,2010-08-20 20:14:12,2010-08-20 20:14:25,4479,4,2,NULL,1180
0,2,85818,4827,0,1,5,0,26 30 49,2010-08-20 20:14:34,2010-08-20 20:16:25,2010-08-20 20:16:25,5554,4,2,NULL,1380
1,1,85818,1288,0,1,5,0,26 31 49,2010-08-20 20:16:30,2010-08-20 20:18:28,2010-08-20 20:18:45,5080,4,2,NULL,1287
0,2,85818,4303,0,1,5,0,31 49,2010-08-20 20:19:11,2010-08-20 20:20:52,2010-08-20 20:20:52,5097,4,2,NULL,1291
1,1,85818,3499,0,1,5,14,219 227 230 241 246,2010-08-20 20:20:58,2010-08-20 20:21:30,2010-08-20 20:21:30,7444,4,2,NULL,1745
0,4,85818,1871,0,1,5,0,29 49,2010-08-20 20:21:33,NULL,2010-08-20 20:24:03,25553,4,2,NULL,1279
1,1,85818,4834,0,1,5,11,201 207,2010-08-21 01:21:34,2010-08-21 01:23:34,2010-08-21 01:23:34,12577,4,2,NULL,2299
1,1,85818,4922,0,1,5,11,189 207,2010-08-21 01:24:13,2010-08-21 01:26:03,2010-08-21 01:26:03,12586,4,2,NULL,2299
0,2,85818,3519,0,1,5,11,189 207,2010-08-21 01:26:10,2010-08-21 01:27:25,2010-08-21 01:27:29,12589,4,2,NULL,2299
1,1,85818,2262,0,1,5,11,192 207,2010-08-21 01:27:45,2010-08-21 01:29:02,2010-08-21 01:29:25,12592,4,3,NULL,2299
0,2,85818,1162,0,1,5,11,189 207,2010-08-21 01:29:32,2010-08-21 01:31:24,2010-08-21 01:33:57,10672,4,2,NULL,2309
1,1,85818,2483,0,1,5,11,183 189 207,2010-08-21 01:34:21,2010-08-21 01:37:32,2010-08-21 01:39:07,10675,4,2,NULL,2309
1,1,85818,3913,0,1,5,11,193 207,2010-08-21 01:39:20,2010-08-21 01:40:15,2010-08-21 01:40:15,10680,4,2,NULL,2309
0,2,85818,487,0,1,5,11,201 207,2010-08-21 01:40:19,2010-08-21 01:42:28,2010-08-21 01:42:28,10699,4,2,NULL,2309
1,1,85818,5019,0,1,5,11,201 207,2010-08-21 01:44:15,2010-08-21 01:45:31,2010-08-21 01:45:31,12743,4,2,NULL,2309
1,1,85818,4371,0,1,5,11,193 207,2010-08-21 01:45:37,2010-08-21 01:49:08,2010-08-21 01:49:15,10505,4,2,NULL,2297
1,1,85818,2318,0,1,5,11,189 207,2010-08-21 01:49:26,2010-08-21 01:50:14,2010-08-21 01:50:52,12526,4,2,NULL,2297
1,1,85818,5934,0,1,5,11,189 207,2010-08-21 01:51:01,2010-08-21 01:51:41,2010-08-21 01:51:41,12528,4,2,NULL,2297
1,1,85818,1350,0,1,5,11,201 207,2010-08-21 01:51:48,2010-08-21 01:52:13,2010-08-21 01:52:19,12537,4,2,NULL,2297
0,2,85818,4489,0,1,5,11,182 192 207,2010-08-21 01:52:25,2010-08-21 01:55:01,2010-08-21 01:55:25,12540,4,2,NULL,2297
1,1,85818,1899,0,1,5,11,189 207,2010-08-21 01:56:10,2010-08-21 02:00:13,2010-08-21 02:00:24,10747,4,2,NULL,2314
0,2,85818,2743,0,1,5,11,201 207,2010-08-21 02:00:35,2010-08-21 02:01:07,2010-08-21 02:03:15,12827,4,2,NULL,2314
0,4,85818,2269,0,1,5,11,193 207,2010-08-21 02:03:42,NULL,2010-08-21 02:08:42,25553,4,2,NULL,2314
1,1,85818,3157,0,1,5,11,189 207,2010-08-21 02:09:02,2010-08-21 02:10:28,2010-08-21 02:10:28,12837,4,2,NULL,2314
1,1,85818,2934,0,1,5,11,189 207,2010-08-21 02:10:35,2010-08-21 02:11:36,2010-08-21 02:11:36,12840,4,2,NULL,2314
1,1,85818,5656,0,1,5,11,189 207,2010-08-21 02:11:40,2010-08-21 02:12:27,2010-08-21 02:12:34,12847,4,2,NULL,2314
1,1,85818,1943,0,1,5,11,193 207,2010-08-21 02:12:42,2010-08-21 02:16:20,2010-08-21 02:16:51,10620,4,2,NULL,2307
1,1,85818,1171,0,1,5,11,201 207,2010-08-21 02:17:02,2010-08-21 02:17:49,2010-08-21 02:17:49,10624,4,2,NULL,2307
0,2,85818,4587,0,1,5,11,189 207,2010-08-21 02:17:52,2010-08-21 02:19:16,2010-08-21 02:19:16,10632,4,2,NULL,2307
0,2,85818,5640,0,1,5,11,201 207,2010-08-21 02:19:31,2010-08-21 02:22:04,2010-08-21 02:22:04,10638,4,2,NULL,2307
1,1,85818,3290,0,1,5,11,201 207,2010-08-21 02:23:22,2010-08-21 02:24:20,2010-08-21 02:24:31,10645,4,2,NULL,2307
1,1,85818,1806,0,1,5,11,182 201 207,2010-08-21 02:24:53,2010-08-21 02:26:34,2010-08-21 02:26:34,10647,4,2,NULL,2307
1,1,85818,3048,0,1,5,11,201 207,2010-08-21 02:26:38,2010-08-21 02:27:27,2010-08-21 02:29:45,10655,4,3,NULL,2307
0,2,85818,4619,0,1,5,11,189 207,2010-08-21 02:29:55,2010-08-21 02:31:03,2010-08-21 02:33:35,10662,4,3,NULL,2307
0,4,85818,4148,0,1,5,11,201 207,2010-08-21 02:34:06,NULL,2010-08-21 02:35:41,25553,4,2,NULL,2323
0,2,85818,943,0,1,5,0,24 49,2010-08-21 02:37:02,2010-08-21 02:38:04,2010-08-21 02:38:04,5083,7,2,NULL,1288
1,1,85818,738,0,1,5,0,31 49,2010-08-21 02:38:29,2010-08-21 02:40:26,2010-08-21 02:40:26,4351,7,2,NULL,1158
0,2,85818,2833,0,1,5,0,31 49,2010-08-21 02:40:32,2010-08-21 02:42:32,2010-08-21 02:42:32,4471,7,2,NULL,1179
1,1,85818,2286,0,1,5,14,219 236 246,2010-08-21 02:43:11,2010-08-21 02:43:52,2010-08-21 02:44:01,7484,7,2,NULL,1752
0,2,85818,2910,0,1,5,14,227 238 241 246,2010-08-21 02:44:09,2010-08-21 02:45:36,2010-08-21 02:45:37,7475,7,2,NULL,1750
0,4,85818,5325,0,1,5,11,183 194 207,2010-08-21 02:45:47,NULL,2010-08-21 02:47:58,25553,7,3,NULL,2321
1,1,85818,5289,0,1,5,11,182 183 201 207,2010-08-21 12:18:43,2010-08-21 12:21:46,2010-08-21 12:22:09,10328,4,4,NULL,2288
1,1,85818,5521,0,1,5,11,201 207,2010-08-21 12:22:30,2010-08-21 12:23:59,2010-08-21 12:24:24,10337,4,4,NULL,2288
1,1,85818,1143,0,1,5,11,193 207,2010-08-21 12:25:36,2010-08-21 12:26:00,2010-08-21 12:28:27,12445,4,4,NULL,2288
1,1,85818,2570,0,1,5,11,199 207,2010-08-21 12:30:06,2010-08-21 12:30:24,2010-08-21 12:31:46,12447,4,4,NULL,2288
1,1,85818,3133,0,1,5,11,192 193 207,2010-08-21 12:32:28,2010-08-21 12:33:12,2010-08-21 12:34:02,12453,4,4,NULL,2288
1,1,85818,1473,0,1,5,11,189 207,2010-08-21 12:35:14,2010-08-21 12:36:20,2010-08-21 12:36:28,12459,4,4,NULL,2288
0,2,85818,81,0,1,5,11,201 207,2010-08-21 12:37:19,2010-08-21 12:41:34,2010-08-21 12:42:02,10704,4,4,NULL,2310
0,2,85818,3159,0,1,5,11,193 207,2010-08-21 12:42:53,2010-08-21 12:44:09,2010-08-21 12:46:51,10709,4,4,NULL,2310
1,1,85818,170,0,1,5,11,201 207,2010-08-21 12:47:10,2010-08-21 12:49:17,2010-08-21 12:49:32,12748,4,4,NULL,2310
1,1,85818,2479,0,1,5,11,182 201 207,2010-08-21 12:51:32,2010-08-21 12:54:03,2010-08-21 12:54:33,12758,4,4,NULL,2310
1,1,85818,1981,0,1,5,11,182 189 207,2010-08-21 12:55:14,2010-08-21 12:57:08,2010-08-21 12:57:09,12763,4,3,NULL,2310
1,1,85818,5954,0,1,5,11,201 207,2010-08-21 12:57:43,2010-08-21 12:58:38,2010-08-21 12:59:06,12770,4,3,NULL,2310
